gameObjects.UIController.againButtonIsActive,gameObjects.UIController.doneButtonIsActive,gameObjects.UIController.promptIsActive,gameObjects.UIController.getReadyTextIsActive,gameObjects.UIController.timeTextIsActive,gameObjects.UIController.countdown,gameObjects.UIController.responceTime,gameObjects.UIController.isWaiting,gameObjects.UIController.isResponding,gameObjects.Loading.rotation,frameInfo.realtimeSinceStartup,frameInfo.timeSinceLevelLoad,frameInfo.unscaledDeltaTime
False,False,False,True,False,2.0599212646484375,0,True,False,0,41.908790588378906,0,0.01662302017211914
False,False,False,True,False,2.0432982444763184,0,True,False,357,41.91139221191406,0,0.04029107093811035
False,False,False,True,False,2.026675224304199,0,True,False,354,41.91401290893555,0.019999999552965164,0.0025339126586914062
False,False,False,True,False,2.0066752433776855,0,True,False,351,41.92284393310547,0.02864505723118782,0.008645057678222656
False,False,False,True,False,1.998030185699463,0,True,False,348,41.93788528442383,0.04385306313633919,0.015208005905151367
False,False,False,True,False,1.9828221797943115,0,True,False,345,41.954593658447266,0.06056906655430794,0.01671600341796875
False,False,False,True,False,1.9661061763763428,0,True,False,342,41.97116470336914,0.07715894281864166,0.016589879989624023
False,False,False,True,False,1.9495162963867188,0,True,False,339,41.98771667480469,0.0937209278345108,0.01656198501586914
False,False,False,True,False,1.9329543113708496,0,True,False,336,42.00422286987305,0.1102309376001358,0.016510009765625
False,False,False,True,False,1.9164443016052246,0,True,False,333,42.0209846496582,0.1269841343164444,0.016753196716308594
False,False,False,True,False,1.899691104888916,0,True,False,330,42.03779983520508,0.14379312098026276,0.01680898666381836
False,False,False,True,False,1.8828821182250977,0,True,False,327,42.05448532104492,0.16050292551517487,0.01670980453491211
False,False,False,True,False,1.8661723136901855,0,True,False,324,42.071067810058594,0.17707611620426178,0.016573190689086914
False,False,False,True,False,1.8495991230010986,0,True,False,321,42.08769226074219,0.19368506968021393,0.01660895347595215
False,False,False,True,False,1.8329901695251465,0,True,False,318,42.10431671142578,0.21032311022281647,0.01663804054260254
False,False,False,True,False,1.816352128982544,0,True,False,315,42.120975494384766,0.22697903215885162,0.016655921936035156
False,False,False,True,False,1.7996962070465088,0,True,False,312,42.13761901855469,0.24362899363040924,0.016649961471557617
False,False,False,True,False,1.7830462455749512,0,True,False,309,42.15684127807617,0.2628660500049591,0.019237041473388672
False,False,False,True,False,1.7638092041015625,0,True,False,306,42.171112060546875,0.27713707089424133,0.014271020889282227
False,False,False,True,False,1.7495381832122803,0,True,False,303,42.18761444091797,0.29362204670906067,0.016484975814819336
False,False,False,True,False,1.733053207397461,0,True,False,300,42.20421600341797,0.3102250397205353,0.01660299301147461
False,False,False,True,False,1.7164502143859863,0,True,False,297,42.220947265625,0.3269501030445099,0.01672506332397461
False,False,False,True,False,1.6997251510620117,0,True,False,294,42.23908996582031,0.3450920879840851,0.018141984939575195
False,False,False,True,False,1.6815831661224365,0,True,False,291,42.25429916381836,0.3603239357471466,0.015231847763061523
False,False,False,True,False,1.666351318359375,0,True,False,288,42.2710075378418,0.37700513005256653,0.016681194305419922
