gameObjects.UIController.againButtonIsActive,gameObjects.UIController.doneButtonIsActive,gameObjects.UIController.promptIsActive,gameObjects.UIController.getReadyTextIsActive,gameObjects.UIController.timeTextIsActive,gameObjects.UIController.countdown,gameObjects.UIController.responceTime,gameObjects.UIController.isWaiting,gameObjects.UIController.isResponding,gameObjects.Loading.rotation,frameInfo.realtimeSinceStartup,frameInfo.timeSinceLevelLoad,frameInfo.unscaledDeltaTime
False,False,False,True,False,3.3134593963623047,0,True,False,0,26.58211898803711,0,0.016876935958862305
False,False,False,True,False,3.2965824604034424,0,True,False,357,26.591808319091797,0,0.11533594131469727
False,False,False,True,False,3.27970552444458,0,True,False,354,26.593725204467773,0.019999999552965164,0.002003192901611328
False,False,False,True,False,3.2597055435180664,0,True,False,351,26.594432830810547,0.020715970546007156,0.0007159709930419922
False,False,False,True,False,3.2589895725250244,0,True,False,348,26.597408294677734,0.02324797585606575,0.0025320053100585938
False,False,False,True,False,3.256457567214966,0,True,False,345,26.60062599182129,0.02690984681248665,0.0036618709564208984
False,False,False,True,False,3.252795696258545,0,True,False,342,26.60219955444336,0.02849389985203743,0.0015840530395507812
False,False,False,True,False,3.251211643218994,0,True,False,339,26.603759765625,0.029582995921373367,0.0010890960693359375
False,False,False,True,False,3.250122547149658,0,True,False,336,26.609596252441406,0.035838861018419266,0.0062558650970458984
False,False,False,True,False,3.2438666820526123,0,True,False,333,26.624956130981445,0.05107094720005989,0.015232086181640625
False,False,False,True,False,3.2286345958709717,0,True,False,330,26.642038345336914,0.0680098682641983,0.01693892478942871
False,False,False,True,False,3.211695671081543,0,True,False,327,26.658491134643555,0.08447600901126862,0.016466140747070312
False,False,False,True,False,3.1952295303344727,0,True,False,324,26.67534637451172,0.1012737900018692,0.016797780990600586
False,False,False,True,False,3.178431749343872,0,True,False,321,26.692138671875,0.11809398233890533,0.016820192337036133
False,False,False,True,False,3.161611557006836,0,True,False,318,26.709251403808594,0.13541080057621002,0.017316818237304688
False,False,False,True,False,3.1442947387695312,0,True,False,315,26.725828170776367,0.15189100801944733,0.016480207443237305
False,False,False,True,False,3.127814531326294,0,True,False,312,26.742431640625,0.16857196390628815,0.01668095588684082
False,False,False,True,False,3.111133575439453,0,True,False,309,26.75893783569336,0.18493486940860748,0.016362905502319336
False,False,False,True,False,3.094770669937134,0,True,False,306,26.775596618652344,0.2015857845544815,0.016650915145874023
False,False,False,True,False,3.0781197547912598,0,True,False,303,26.792264938354492,0.21825791895389557,0.016672134399414062
False,False,False,True,False,3.0614476203918457,0,True,False,300,26.808862686157227,0.23493386805057526,0.016675949096679688
False,False,False,True,False,3.044771671295166,0,True,False,297,26.825531005859375,0.25151899456977844,0.016585111618041992
False,False,False,True,False,3.028186559677124,0,True,False,294,26.842144012451172,0.26826098561286926,0.01674199104309082
False,False,False,True,False,3.011444568634033,0,True,False,291,26.85875701904297,0.2849178612232208,0.016656875610351562
False,False,False,True,False,2.9947876930236816,0,True,False,288,26.875324249267578,0.30152395367622375,0.01660609245300293
False,False,False,True,False,2.9781816005706787,0,True,False,285,26.892005920410156,0.31818798184394836,0.01666402816772461
False,False,False,True,False,2.961517572402954,0,True,False,282,26.908714294433594,0.33490779995918274,0.016719818115234375
False,False,False,True,False,2.9447977542877197,0,True,False,279,26.925949096679688,0.3520670235157013,0.017159223556518555
False,False,False,True,False,2.927638530731201,0,True,False,276,26.94280242919922,0.3687599003314972,0.0166928768157959
False,False,False,True,False,2.9109456539154053,0,True,False,273,26.959306716918945,0.3854070007801056,0.0166471004486084
False,False,False,True,False,2.894298553466797,0,True,False,270,26.97581672668457,0.4019048511981964,0.01649785041809082
False,False,False,True,False,2.877800703048706,0,True,False,267,26.992053985595703,0.4182298481464386,0.016324996948242188
False,False,False,True,False,2.861475706100464,0,True,False,264,27.008811950683594,0.4349718391895294,0.01674199104309082
False,False,False,True,False,2.844733715057373,0,True,False,261,27.025421142578125,0.4515378773212433,0.016566038131713867
False,False,False,True,False,2.828167676925659,0,True,False,258,27.042116165161133,0.4682948887348175,0.01675701141357422
False,False,False,True,False,2.811410665512085,0,True,False,255,27.059165954589844,0.4852788746356964,0.016983985900878906
False,False,False,True,False,2.794426679611206,0,True,False,252,27.075803756713867,0.5019068717956543,0.016628026962280273
False,False,False,True,False,2.777798652648926,0,True,False,249,27.09241485595703,0.5185239315032959,0.0166170597076416
False,False,False,True,False,2.761181592941284,0,True,False,246,27.109050750732422,0.5351729393005371,0.01664900779724121
False,False,False,True,False,2.744532585144043,0,True,False,243,27.125682830810547,0.5518288612365723,0.016655921936035156
False,False,False,True,False,2.727876663208008,0,True,False,240,27.142484664916992,0.5686118602752686,0.01678299903869629
False,False,False,True,False,2.7110936641693115,0,True,False,237.00001525878906,27.159000396728516,0.5851328372955322,0.016520977020263672
False,False,False,True,False,2.694572687149048,0,True,False,234,27.175640106201172,0.6017298698425293,0.01659703254699707
False,False,False,True,False,2.677975654602051,0,True,False,231,27.19235610961914,0.6184449195861816,0.016715049743652344
False,False,False,True,False,2.6612606048583984,0,True,False,228.00001525878906,27.209108352661133,0.6352229118347168,0.016777992248535156
False,False,False,True,False,2.6444826126098633,0,True,False,225,27.225746154785156,0.6518537998199463,0.016630887985229492
False,False,False,True,False,2.627851724624634,0,True,False,222,27.242332458496094,0.668449878692627,0.016596078872680664
False,False,False,True,False,2.611255645751953,0,True,False,219,27.258934020996094,0.6850509643554688,0.016601085662841797
False,False,False,True,False,2.5946545600891113,0,True,False,216.00001525878906,27.27587890625,0.7019698619842529,0.01691889762878418
False,False,False,True,False,2.577735662460327,0,True,False,213,27.29218864440918,0.7183048725128174,0.016335010528564453
False,False,False,True,False,2.5614006519317627,0,True,False,210,27.30900764465332,0.7351198196411133,0.0168149471282959
False,False,False,True,False,2.544585704803467,0,True,False,207,27.325672149658203,0.7518079280853271,0.016688108444213867
False,False,False,True,False,2.527897596359253,0,True,False,204,27.34235954284668,0.7684657573699951,0.01665782928466797
False,False,False,True,False,2.511239767074585,0,True,False,201,27.358930587768555,0.7850339412689209,0.01656818389892578
False,False,False,True,False,2.494671583175659,0,True,False,198,27.375614166259766,0.8017318248748779,0.01669788360595703
False,False,False,True,False,2.477973699569702,0,True,False,195,27.392208099365234,0.818321943283081,0.016590118408203125
False,False,False,True,False,2.461383581161499,0,True,False,192,27.409700393676758,0.835392951965332,0.017071008682250977
False,False,False,True,False,2.444312572479248,0,True,False,189.00001525878906,27.425647735595703,0.8517818450927734,0.016388893127441406
False,False,False,True,False,2.4279236793518066,0,True,False,186,27.442195892333984,0.8683168888092041,0.016535043716430664
False,False,False,True,False,2.411388635635376,0,True,False,183,27.45892906188965,0.8850438594818115,0.016726970672607422
False,False,False,True,False,2.3946616649627686,0,True,False,180,27.475940704345703,0.9018828868865967,0.016839027404785156
False,False,False,True,False,2.3778226375579834,0,True,False,177.00001525878906,27.49228286743164,0.9183998107910156,0.016516923904418945
False,False,False,True,False,2.3613057136535645,0,True,False,174.00001525878906,27.509008407592773,0.9351217746734619,0.01672196388244629
False,False,False,True,False,2.344583749771118,0,True,False,171,27.52557945251465,0.9516987800598145,0.01657700538635254
False,False,False,True,False,2.3280067443847656,0,True,False,168,27.542186737060547,0.9683048725128174,0.01660609245300293
False,False,False,True,False,2.3114006519317627,0,True,False,165.00001525878906,27.55892562866211,0.9850349426269531,0.016730070114135742
False,False,False,True,False,2.294670581817627,0,True,False,162.00001525878906,27.575565338134766,1.0016858577728271,0.016650915145874023
False,False,False,True,False,2.278019666671753,0,True,False,159,27.592199325561523,1.0183188915252686,0.016633033752441406
False,False,False,True,False,2.2613866329193115,0,True,False,156,27.608963012695312,1.0350778102874756,0.01675891876220703
False,False,False,True,False,2.2446277141571045,0,True,False,153.00001525878906,27.625505447387695,1.0515508651733398,0.016473054885864258
False,False,False,True,False,2.2281546592712402,0,True,False,150.00001525878906,27.642133712768555,1.068246841430664,0.01669597625732422
False,False,False,True,False,2.211458683013916,0,True,False,147,27.658790588378906,1.084913969039917,0.01666712760925293
False,False,False,True,False,2.194791555404663,0,True,False,144,27.675487518310547,1.1016137599945068,0.016699790954589844
False,False,False,True,False,2.1780917644500732,0,True,False,141.00001525878906,27.692113876342773,1.1182258129119873,0.01661205291748047
False,False,False,True,False,2.1614797115325928,0,True,False,138.00001525878906,27.708911895751953,1.1350328922271729,0.016807079315185547
False,False,False,True,False,2.1446726322174072,0,True,False,135,27.725534439086914,1.151582956314087,0.016550064086914062
False,False,False,True,False,2.128122568130493,0,True,False,132,27.742263793945312,1.1683778762817383,0.016794919967651367
False,False,False,True,False,2.111327648162842,0,True,False,129.00001525878906,27.7590274810791,1.1851129531860352,0.016735076904296875
False,False,False,True,False,2.094592571258545,0,True,False,126.00001525878906,27.775503158569336,1.2015948295593262,0.016481876373291016
False,False,False,True,False,2.078110694885254,0,True,False,123.00001525878906,27.79226303100586,1.2183489799499512,0.016754150390625
False,False,False,True,False,2.061356544494629,0,True,False,120.00000762939453,27.80902099609375,1.235083818435669,0.016734838485717773
False,False,False,True,False,2.044621706008911,0,True,False,117.00000762939453,27.82553482055664,1.2515559196472168,0.01647210121154785
False,False,False,True,False,2.0281496047973633,0,True,False,114.00000762939453,27.84227752685547,1.2683758735656738,0.01681995391845703
False,False,False,True,False,2.0113296508789062,0,True,False,111.00000762939453,27.858980178833008,1.2850399017333984,0.01666402816772461
False,False,False,True,False,1.9946656227111816,0,True,False,108.00000762939453,27.87554168701172,1.3016338348388672,0.01659393310546875
False,False,False,True,False,1.978071689605713,0,True,False,105.00001525878906,27.892208099365234,1.3182988166809082,0.016664981842041016
False,False,False,True,False,1.9614067077636719,0,True,False,102.00000762939453,27.908796310424805,1.3349149227142334,0.016616106033325195
False,False,False,True,False,1.9447906017303467,0,True,False,99.00001525878906,27.92542839050293,1.3514468669891357,0.016531944274902344
False,False,False,True,False,1.9282586574554443,0,True,False,96.00000762939453,27.942094802856445,1.3682069778442383,0.01676011085510254
False,False,False,True,False,1.9114985466003418,0,True,False,93.00000762939453,27.9591064453125,1.3850347995758057,0.016827821731567383
False,False,False,True,False,1.8946707248687744,0,True,False,90.00000762939453,27.975353240966797,1.4014668464660645,0.01643204689025879
False,False,False,True,False,1.8782386779785156,0,True,False,87.00001525878906,27.992155075073242,1.4182028770446777,0.01673603057861328
False,False,False,True,False,1.8615026473999023,0,True,False,84.00000762939453,28.008901596069336,1.4350149631500244,0.01681208610534668
False,False,False,True,False,1.8446905612945557,0,True,False,81.00001525878906,28.025419235229492,1.4514658451080322,0.016450881958007812
False,False,False,True,False,1.8282396793365479,0,True,False,78.00000762939453,28.04210662841797,1.4682178497314453,0.016752004623413086
False,False,False,True,False,1.8114876747131348,0,True,False,75.00001525878906,28.0587215423584,1.4848458766937256,0.016628026962280273
False,False,False,True,False,1.7948596477508545,0,True,False,72.00000762939453,28.07537078857422,1.5014829635620117,0.016637086868286133
False,False,False,True,False,1.7782225608825684,0,True,False,69.00001525878906,28.092100143432617,1.5182099342346191,0.016726970672607422
False,False,False,True,False,1.761495590209961,0,True,False,66.00001525878906,28.108701705932617,1.5348169803619385,0.016607046127319336
False,False,False,True,False,1.7448885440826416,0,True,False,63.00001907348633,28.125452041625977,1.5514769554138184,0.016659975051879883
False,False,False,True,False,1.7282285690307617,0,True,False,60.000022888183594,28.142122268676758,1.5682189464569092,0.01674199104309082
False,False,False,True,False,1.711486577987671,0,True,False,57.00001907348633,28.15886878967285,1.5849759578704834,0.01675701141357422
False,False,False,True,False,1.6947295665740967,0,True,False,54.00001907348633,28.175395965576172,1.6015079021453857,0.016531944274902344
False,False,False,True,False,1.6781976222991943,0,True,False,51.00001525878906,28.19203758239746,1.6181468963623047,0.016638994216918945
False,False,False,True,False,1.6615586280822754,0,True,False,48.00001525878906,28.20877456665039,1.6348638534545898,0.016716957092285156
False,False,False,True,False,1.6448416709899902,0,True,False,45.00001525878906,28.22542381286621,1.6514198780059814,0.0165560245513916
False,False,False,True,False,1.6282856464385986,0,True,False,42.00001525878906,28.2420597076416,1.6681737899780273,0.0167539119720459
False,False,False,True,False,1.6115317344665527,0,True,False,39.00001907348633,28.25869369506836,1.6848177909851074,0.016644001007080078
False,False,False,True,False,1.5948877334594727,0,True,False,36.00001525878906,28.27532958984375,1.701448917388916,0.016631126403808594
False,False,False,True,False,1.578256607055664,0,True,False,33.00001907348633,28.29207992553711,1.7181899547576904,0.016741037368774414
False,False,False,True,False,1.5615155696868896,0,True,False,30.000019073486328,28.309709548950195,1.7353389263153076,0.017148971557617188
False,False,False,True,False,1.5443665981292725,0,True,False,27.000019073486328,28.325288772583008,1.7513258457183838,0.015986919403076172
False,False,False,True,False,1.5283796787261963,0,True,False,24.000017166137695,28.342117309570312,1.7682249546051025,0.01689910888671875
False,False,False,True,False,1.5114805698394775,0,True,False,21.000017166137695,28.35874366760254,1.7848448753356934,0.01661992073059082
False,False,False,True,False,1.4948606491088867,0,True,False,18.000015258789062,28.375234603881836,1.8013417720794678,0.016496896743774414
False,False,False,True,False,1.4783637523651123,0,True,False,15.000016212463379,28.391887664794922,1.8180058002471924,0.01666402816772461
False,False,False,True,False,1.4616997241973877,0,True,False,12.000017166137695,28.40860939025879,1.8347327709197998,0.016726970672607422
False,False,False,True,False,1.4449727535247803,0,True,False,9.000016212463379,28.425373077392578,1.851407766342163,0.01667499542236328
False,False,False,True,False,1.428297758102417,0,True,False,6.000016689300537,28.4421443939209,1.86826491355896,0.016857147216796875
False,False,False,True,False,1.4114406108856201,0,True,False,3.000016212463379,28.458703994750977,1.8848199844360352,0.016555070877075195
False,False,False,True,False,1.394885540008545,0,True,False,1.625071672606282E-05,28.475250244140625,1.9013688564300537,0.016548871994018555
False,False,False,True,False,1.3783366680145264,0,True,False,357.0000305175781,28.492494583129883,1.9184398651123047,0.017071008682250977
False,False,False,True,False,1.3612656593322754,0,True,False,354.0000305175781,28.508548736572266,1.9346849918365479,0.016245126724243164
False,False,False,True,False,1.3450205326080322,0,True,False,351.0000305175781,28.525287628173828,1.9513108730316162,0.01662588119506836
False,False,False,True,False,1.3283946514129639,0,True,False,348.0000305175781,28.54205322265625,1.9681308269500732,0.01681995391845703
False,False,False,True,False,1.3115746974945068,0,True,False,345.0000305175781,28.55909538269043,1.9850428104400635,0.016911983489990234
False,False,False,True,False,1.2946627140045166,0,True,False,342,28.575260162353516,2.0013649463653564,0.01632213592529297
False,False,False,True,False,1.2783405780792236,0,True,False,339.0000305175781,28.59185791015625,2.0179738998413086,0.01660895347595215
False,False,False,True,False,1.2617316246032715,0,True,False,336.0000305175781,28.608430862426758,2.0345709323883057,0.01659703254699707
False,False,False,True,False,1.2451345920562744,0,True,False,333.0000305175781,28.62534523010254,2.0513458251953125,0.016774892807006836
False,False,False,True,False,1.2283596992492676,0,True,False,330,28.64192771911621,2.0680429935455322,0.016697168350219727
False,False,False,True,False,1.2116625308990479,0,True,False,327,28.658618927001953,2.084728956222534,0.016685962677001953
False,False,False,True,False,1.194976568222046,0,True,False,324.0000305175781,28.675134658813477,2.101254940032959,0.016525983810424805
False,False,False,True,False,1.178450584411621,0,True,False,321,28.691852569580078,2.117936849594116,0.016681909561157227
False,False,False,True,False,1.1617686748504639,0,True,False,318,28.708545684814453,2.1346797943115234,0.016742944717407227
