gameObjects.UIController.againButtonIsActive,gameObjects.UIController.doneButtonIsActive,gameObjects.UIController.promptIsActive,gameObjects.UIController.getReadyTextIsActive,gameObjects.UIController.timeTextIsActive,gameObjects.UIController.countdown,gameObjects.UIController.responceTime,gameObjects.UIController.isWaiting,gameObjects.UIController.isResponding,gameObjects.Loading.rotation,frameInfo.realtimeSinceStartup,frameInfo.timeSinceLevelLoad,frameInfo.unscaledDeltaTime
False,False,False,True,False,3.964689254760742,0,True,False,0,33.56122970581055,0,0.016596078872680664
False,False,False,True,False,3.9480931758880615,0,True,False,357,33.56450653076172,0,0.04076194763183594
False,False,False,True,False,3.931497097015381,0,True,False,354,33.566864013671875,0.019999999552965164,0.0023889541625976562
False,False,False,True,False,3.911497116088867,0,True,False,351,33.576744079589844,0.029180068522691727,0.009180068969726562
False,False,False,True,False,3.9023170471191406,0,True,False,348,33.59030532836914,0.04341508820652962,0.01423501968383789
False,False,False,True,False,3.8880820274353027,0,True,False,345,33.60710144042969,0.06021096184849739,0.016795873641967773
False,False,False,True,False,3.871286153793335,0,True,False,342,33.62358856201172,0.0767069011926651,0.016495943069458008
False,False,False,True,False,3.854790210723877,0,True,False,339,33.64022445678711,0.0933540016412735,0.0166471004486084
False,False,False,True,False,3.8381431102752686,0,True,False,336,33.65683364868164,0.10996104776859283,0.016607046127319336
False,False,False,True,False,3.821536064147949,0,True,False,333,33.67364501953125,0.1267690807580948,0.016808032989501953
False,False,False,True,False,3.8047280311584473,0,True,False,330,33.69026184082031,0.14339996874332428,0.016630887985229492
False,False,False,True,False,3.7880971431732178,0,True,False,327,33.70686721801758,0.1599900871515274,0.016590118408203125
False,False,False,True,False,3.7715070247650146,0,True,False,324,33.723812103271484,0.1769280582666397,0.016937971115112305
False,False,False,True,False,3.7545690536499023,0,True,False,321,33.740211486816406,0.19333697855472565,0.016408920288085938
False,False,False,True,False,3.7381601333618164,0,True,False,318,33.75687789916992,0.20999599993228912,0.016659021377563477
False,False,False,True,False,3.721501111984253,0,True,False,315,33.773651123046875,0.22675301134586334,0.01675701141357422
False,False,False,True,False,3.7047441005706787,0,True,False,312,33.790252685546875,0.24338389933109283,0.016630887985229492
False,False,False,True,False,3.688113212585449,0,True,False,309,33.80698013305664,0.26009300351142883,0.016709089279174805
False,False,False,True,False,3.6714041233062744,0,True,False,306,33.82402038574219,0.2766580879688263,0.01656508445739746
False,False,False,True,False,3.654839038848877,0,True,False,303,33.840293884277344,0.29342105984687805,0.016762971878051758
False,False,False,True,False,3.638076066970825,0,True,False,300,33.85684585571289,0.3099720776081085,0.01655101776123047
False,False,False,True,False,3.6215250492095947,0,True,False,297,33.87373733520508,0.32685402035713196,0.016881942749023438
False,False,False,True,False,3.6046431064605713,0,True,False,294,33.89040756225586,0.3434469997882843,0.016592979431152344
False,False,False,True,False,3.588050127029419,0,True,False,291,33.9069709777832,0.3600809872150421,0.016633987426757812
False,False,False,True,False,3.571416139602661,0,True,False,288,33.923583984375,0.3766970932483673,0.016616106033325195
False,False,False,True,False,3.554800033569336,0,True,False,285,33.94035720825195,0.39345505833625793,0.016757965087890625
False,False,False,True,False,3.5380420684814453,0,True,False,282,33.956939697265625,0.4100048840045929,0.01654982566833496
False,False,False,True,False,3.5214922428131104,0,True,False,279,33.973731994628906,0.42683103680610657,0.016826152801513672
False,False,False,True,False,3.5046660900115967,0,True,False,276,33.99021911621094,0.4433319866657257,0.01650094985961914
False,False,False,True,False,3.4881651401519775,0,True,False,273,34.00700378417969,0.4600999653339386,0.01676797866821289
False,False,False,True,False,3.4713971614837646,0,True,False,270,34.0235595703125,0.4766569435596466,0.016556978225708008
False,False,False,True,False,3.4548401832580566,0,True,False,267,34.04023361206055,0.49334099888801575,0.01668405532836914
False,False,False,True,False,3.4381561279296875,0,True,False,264,34.056758880615234,0.5098710060119629,0.01653003692626953
False,False,False,True,False,3.421626091003418,0,True,False,261,34.07492446899414,0.52783203125,0.01796102523803711
False,False,False,True,False,3.403665065765381,0,True,False,258,34.09030532836914,0.5433778762817383,0.015545845031738281
False,False,False,True,False,3.3881192207336426,0,True,False,255,34.1069450378418,0.560046911239624,0.016669034957885742
False,False,False,True,False,3.371450185775757,0,True,False,252,34.12370300292969,0.5766329765319824,0.0165860652923584
False,False,False,True,False,3.3548641204833984,0,True,False,249,34.140220642089844,0.593329906463623,0.016696929931640625
False,False,False,True,False,3.338167190551758,0,True,False,246,34.15684127807617,0.6099429130554199,0.016613006591796875
False,False,False,True,False,3.321554183959961,0,True,False,243,34.17353439331055,0.6265530586242676,0.016610145568847656
False,False,False,True,False,3.3049440383911133,0,True,False,240,34.19023132324219,0.6433429718017578,0.016789913177490234
False,False,False,True,False,3.288154125213623,0,True,False,237.00001525878906,34.20692825317383,0.6600120067596436,0.016669034957885742
False,False,False,True,False,3.2714850902557373,0,True,False,234,34.223453521728516,0.6765439510345459,0.016531944274902344
False,False,False,True,False,3.254953145980835,0,True,False,231,34.24006652832031,0.6931710243225098,0.016627073287963867
False,False,False,True,False,3.238326072692871,0,True,False,228.00001525878906,34.25684356689453,0.7099499702453613,0.016778945922851562
False,False,False,True,False,3.2215471267700195,0,True,False,225,34.27356719970703,0.7265698909759521,0.01661992073059082
False,False,False,True,False,3.2049272060394287,0,True,False,222,34.29018783569336,0.7433099746704102,0.016740083694458008
False,False,False,True,False,3.1881871223449707,0,True,False,219,34.306884765625,0.7599849700927734,0.01667499542236328
False,False,False,True,False,3.1715121269226074,0,True,False,216.00001525878906,34.32347106933594,0.7765820026397705,0.01659703254699707
False,False,False,True,False,3.1549150943756104,0,True,False,213,34.340065002441406,0.7931549549102783,0.016572952270507812
False,False,False,True,False,3.1383421421051025,0,True,False,210,34.35677719116211,0.8098599910736084,0.016705036163330078
False,False,False,True,False,3.1216371059417725,0,True,False,207,34.37346649169922,0.8264529705047607,0.016592979431152344
False,False,False,True,False,3.10504412651062,0,True,False,204,34.390140533447266,0.8432629108428955,0.016809940338134766
False,False,False,True,False,3.0882341861724854,0,True,False,201,34.40683364868164,0.8599328994750977,0.01666998863220215
False,False,False,True,False,3.071564197540283,0,True,False,198,34.42341232299805,0.8765149116516113,0.016582012176513672
False,False,False,True,False,3.0549821853637695,0,True,False,195,34.440128326416016,0.8932409286499023,0.016726016998291016
False,False,False,True,False,3.0382561683654785,0,True,False,192,34.45679473876953,0.9098968505859375,0.016655921936035156
False,False,False,True,False,3.0216002464294434,0,True,False,189.00001525878906,34.47345733642578,0.9264700412750244,0.016573190689086914
False,False,False,True,False,3.0050270557403564,0,True,False,186,34.490257263183594,0.9433460235595703,0.0168759822845459
False,False,False,True,False,2.9881510734558105,0,True,False,183,34.50682830810547,0.9599349498748779,0.016588926315307617
False,False,False,True,False,2.971562147140503,0,True,False,180,34.52339553833008,0.976499080657959,0.016564130783081055
False,False,False,True,False,2.954998016357422,0,True,False,177.00001525878906,34.54008865356445,0.9931979179382324,0.016698837280273438
False,False,False,True,False,2.9382991790771484,0,True,False,174.00001525878906,34.556671142578125,1.0097780227661133,0.01658010482788086
False,False,False,True,False,2.9217190742492676,0,True,False,171,34.57353973388672,1.0265529155731201,0.016774892807006836
False,False,False,True,False,2.9049441814422607,0,True,False,168,34.59001922607422,1.0431439876556396,0.01659107208251953
False,False,False,True,False,2.888353109359741,0,True,False,165.00001525878906,34.60667037963867,1.0597538948059082,0.016609907150268555
False,False,False,True,False,2.8717432022094727,0,True,False,162.00001525878906,34.62324142456055,1.0763559341430664,0.016602039337158203
False,False,False,True,False,2.8551411628723145,0,True,False,159,34.64046859741211,1.0934410095214844,0.01708507537841797
False,False,False,True,False,2.8380560874938965,0,True,False,156,34.65657424926758,1.1096820831298828,0.016241073608398438
False,False,False,True,False,2.821815013885498,0,True,False,153.00001525878906,34.67375564575195,1.1267709732055664,0.017088890075683594
False,False,False,True,False,2.8047261238098145,0,True,False,150.00001525878906,34.690032958984375,1.1431589126586914,0.016387939453125
False,False,False,True,False,2.7883381843566895,0,True,False,147,34.707130432128906,1.160094976425171,0.016936063766479492
False,False,False,True,False,2.77140212059021,0,True,False,144,34.72333908081055,1.1764519214630127,0.016356945037841797
False,False,False,True,False,2.755045175552368,0,True,False,141.00001525878906,34.73997497558594,1.1930789947509766,0.016627073287963867
