frameInfo.realtimeSinceStartup,frameInfo.timeSinceLevelLoad,frameInfo.unscaledDeltaTime,gameObjects.UIController.againButtonIsActive,gameObjects.UIController.doneButtonIsActive,gameObjects.UIController.promptIsActive,gameObjects.UIController.getReadyTextIsActive,gameObjects.UIController.timeTextIsActive,gameObjects.UIController.countdown,gameObjects.UIController.responceTime,gameObjects.UIController.isWaiting,gameObjects.UIController.isResponding,gameObjects.Loading.rotation
28.230796813964844,0,0.028424900025129318,False,False,False,True,False,5.390792369842529,0,True,False,0
28.29936981201172,0,0.14852729439735413,False,False,False,True,False,5.362367630004883,0,True,False,357
28.316038131713867,0.019999999552965164,0.016704000532627106,False,False,False,True,False,5.333942890167236,0,True,False,354
28.332454681396484,0.03643440082669258,0.016434399411082268,False,False,False,True,False,5.313942909240723,0,True,False,351
28.349035263061523,0.05300639942288399,0.016572000458836555,False,False,False,True,False,5.297508716583252,0,True,False,348
28.365726470947266,0.06956540048122406,0.016558999195694923,False,False,False,True,False,5.2809367179870605,0,True,False,345
28.382080078125,0.08613099902868271,0.016565600410103798,False,False,False,True,False,5.264377593994141,0,True,False,342
28.398908615112305,0.10299430042505264,0.016863299533724785,False,False,False,True,False,5.247811794281006,0,True,False,339
28.41535758972168,0.11926490068435669,0.016270600259304047,False,False,False,True,False,5.230948448181152,0,True,False,336
28.431716918945312,0.1358322948217392,0.016567399725317955,False,False,False,True,False,5.214677810668945,0,True,False,333
28.448566436767578,0.15262620151042938,0.01679389923810959,False,False,False,True,False,5.198110580444336,0,True,False,330
28.465007781982422,0.16896569728851318,0.0163394995033741,False,False,False,True,False,5.18131685256958,0,True,False,327
28.481555938720703,0.185624897480011,0.016659200191497803,False,False,False,True,False,5.164977550506592,0,True,False,324
28.503759384155273,0.20778310298919678,0.022158199921250343,False,False,False,True,False,5.148318290710449,0,True,False,321
28.520587921142578,0.22463810443878174,0.01685499958693981,False,False,False,True,False,5.126160144805908,0,True,False,318
28.536916732788086,0.24091990292072296,0.016281800344586372,False,False,False,True,False,5.109305381774902,0,True,False,315
28.553443908691406,0.2574861943721771,0.01656630076467991,False,False,False,True,False,5.093023777008057,0,True,False,312
28.570199966430664,0.2742465138435364,0.01676030084490776,False,False,False,True,False,5.076457500457764,0,True,False,309
28.58662223815918,0.2906194031238556,0.01637290045619011,False,False,False,True,False,5.059697151184082,0,True,False,306
28.60335922241211,0.30731189250946045,0.016692500561475754,False,False,False,True,False,5.0433244705200195,0,True,False,303
28.620302200317383,0.32429951429367065,0.016987599432468414,False,False,False,True,False,5.026631832122803,0,True,False,300
28.636859893798828,0.34087419509887695,0.01657469943165779,False,False,False,True,False,5.009644031524658,0,True,False,297
28.653152465820312,0.356885701417923,0.016011500731110573,False,False,False,True,False,4.993069171905518,0,True,False,294
28.669395446777344,0.37345048785209656,0.01656479947268963,False,False,False,True,False,4.977057456970215,0,True,False,291
28.685949325561523,0.3900195062160492,0.016568999737501144,False,False,False,True,False,4.9604926109313965,0,True,False,288
28.702699661254883,0.4065958857536316,0.01657640002667904,False,False,False,True,False,4.943923473358154,0,True,False,285
28.719406127929688,0.4231593906879425,0.016563499346375465,False,False,False,True,False,4.927347183227539,0,True,False,282
28.73592758178711,0.4400304853916168,0.016871100291609764,False,False,False,True,False,4.910783767700195,0,True,False,279
28.752933502197266,0.4570229947566986,0.01699250005185604,False,False,False,True,False,4.8939127922058105,0,True,False,276
28.769001007080078,0.473043292760849,0.01602029986679554,False,False,False,True,False,4.876920223236084,0,True,False,273
28.78542709350586,0.4894196093082428,0.016376299783587456,False,False,False,True,False,4.860899925231934,0,True,False,270
28.80235481262207,0.5060337781906128,0.016614200547337532,False,False,False,True,False,4.8445234298706055,0,True,False,267
28.818510055541992,0.5225520730018616,0.016518300399184227,False,False,False,True,False,4.827908992767334,0,True,False,264
28.83513832092285,0.5391216278076172,0.016569500789046288,False,False,False,True,False,4.8113908767700195,0,True,False,261
28.85211944580078,0.5560629963874817,0.01694140024483204,False,False,False,True,False,4.794821262359619,0,True,False,258
28.868289947509766,0.5722525715827942,0.01618959940969944,False,False,False,True,False,4.77787971496582,0,True,False,255
28.884876251220703,0.588819682598114,0.01656709983944893,False,False,False,True,False,4.761690139770508,0,True,False,252
28.902090072631836,0.6060314774513245,0.017211800441145897,False,False,False,True,False,4.745122909545898,0,True,False,249
28.91791534423828,0.6219527125358582,0.015921199694275856,False,False,False,True,False,4.727910995483398,0,True,False,246
28.935012817382812,0.6390349268913269,0.017082199454307556,False,False,False,True,False,4.711989879608154,0,True,False,243
28.951385498046875,0.655247688293457,0.01621280051767826,False,False,False,True,False,4.6949076652526855,0,True,False,240
28.967761993408203,0.6716524958610535,0.01640480011701584,False,False,False,True,False,4.678694725036621,0,True,False,237.00001525878906
28.984508514404297,0.6885538101196289,0.016901299357414246,False,False,False,True,False,4.662290096282959,0,True,False,234
29.00081443786621,0.7047857046127319,0.016231900081038475,False,False,False,True,False,4.645388603210449,0,True,False,231
29.022165298461914,0.726177990436554,0.021392300724983215,False,False,False,True,False,4.629156589508057,0,True,False,228.00001525878906
29.039060592651367,0.7430812120437622,0.01690319925546646,False,False,False,True,False,4.60776424407959,0,True,False,225
29.056045532226562,0.7600988149642944,0.017017599195241928,False,False,False,True,False,4.590860843658447,0,True,False,222
29.072223663330078,0.776101291179657,0.01600250042974949,False,False,False,True,False,4.573843479156494,0,True,False,219
